company,category,organization
BANCO DO ESTADO DO PARA S/A. AG. BAGRE,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A AG SANTAREM NOVO,Transporte,$transporte/financiamento
BANCO BVA S/A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - MEDICILANDIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - SALINOPOLIS,Transporte,$transporte/financiamento
BANCO SANTOS S.A.,Transporte,$transporte/financiamento
BANCO AFINZ,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - ELDORADO DOS CARAJAS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - TERRA SANTA,Transporte,$transporte/financiamento
BANCO BRADESCO AG. PRIME BELEM,Transporte,$transporte/financiamento
BANCO CRUZEIRO DO SUL,Transporte,$transporte/financiamento
BANCO SENFF,Transporte,$transporte/financiamento
BANCO INERMEDIUM S.A,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL S. A,Transporte,$transporte/financiamento
BANCO INTER S.A.,Transporte,$transporte/financiamento
BANCO REGIONAL DE BRASILIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - GOIANESIA DO PARA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - CURRALINHO,Transporte,$transporte/financiamento
BANCO BMG,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - CACHOEIRA DO ARARI,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA BREU BRANCO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - MOJUI DOS CAMPOS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - MUANA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA IGARAPE ACU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - MARABA SAO FELIX,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - QUATIPURU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - SAPUCAIA,Transporte,$transporte/financiamento
BANCO BMG S/A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA MOSQUEIRO,Transporte,$transporte/financiamento
BANCO SAFRA,Transporte,$transporte/financiamento
BANCO VERDE DIGITAL,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. PORTO DE MOZ,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. PAU D'ARCO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA AG. MOCAJUBA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - ULIANOPOLIS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - BANNACH,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA ALIPAY,Transporte,$transporte/financiamento
BANCO MORADA,Transporte,$transporte/financiamento
BANCO V8,Transporte,$transporte/financiamento
BANCO DIRETO RJANEIRO RJ,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. INHANGAPI,Transporte,$transporte/financiamento
BANCO DO ESTADO DO RIO GRANDE DO SUL SA,Transporte,$transporte/financiamento
BANCO MERCANTIL DO BRASIL,Transporte,$transporte/financiamento
BANCO INTERMEDIUM SA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. FILIAL ARTON,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA-AG. BAIAO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - ACARA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - SAO JOAO DE PIRABAS,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA NVIO BRASIL,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - TRAIRAO,Transporte,$transporte/financiamento
BANCO DO ESRADO DO PARA - AG. SENADOR JOSE PORFIRIO,Transporte,$transporte/financiamento
BANCO CRED CLUB,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - SAO JOAO DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. ZOOM,Transporte,$transporte/financiamento
BANCO ITAU S.A,Transporte,$transporte/financiamento
BANCO DO BRASIL FEDERAL SAVINGS BANK,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA ALMERIM,Transporte,$transporte/financiamento
BANCO SAFRA S/A - LUXEMBOURG BRANCH,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA BONITO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA NOVO PROGRESSO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - CURIONOPOLIS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PAR-AG. FARO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. OEIRAS DO PARA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. PACAJA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. IRITUIA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA BUSCAPE,Transporte,$transporte/financiamento
BANCO SOFISA S.A,Transporte,$transporte/financiamento
BANCO BOCOM BBM S.A. - FILIAL NASSAU-BAHAMAS,Transporte,$transporte/financiamento
BANCO SANTOS NEVES,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA SAO MIGUEL DO GUAMA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA SANTANA DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - VITORIA DO XINGU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - GARRAFAO DO NORTE,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - CURUA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - AURORA DO PARA,Transporte,$transporte/financiamento
BANCO INTERMEDIUM S.A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. PALESTINA DO PARA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. PRAINHA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. COLARES,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - CASA DE TABUA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA GEMINI,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - BRASIL NOVO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. OUREM,Transporte,$transporte/financiamento
UBER,Transporte,$transporte/uber
99,Transporte,$transporte/uber
INDRIVER,Transporte,$transporte/uber
BLABLACAR,Transporte,$transporte/uber
RAPPI TURBO,Transporte,$transporte/uber
MOOVIT,Transporte,$transporte/uber
FREENOW,Transporte,$transporte/uber
GETT,Transporte,$transporte/uber
CAREEM,Transporte,$transporte/uber
VIA,Transporte,$transporte/uber
TAXI CORPORATIVO,Transporte,$transporte/uber
COMPRA DE AÇÕES,Investimento,$investimento
COMPRA DE FUNDOS IMOBILIÁRIOS,Investimento,$investimento
COMPRA DE CRIPTOMOEDAS,Investimento,$investimento
TESOURO DIRETO,Investimento,$investimento
XP INVESTIMENTOS,Investimento,$investimento
BTG PACTUAL DIGITAL,Investimento,$investimento
NUINVEST,Investimento,$investimento
CLEAR CORRETORA,Investimento,$investimento
RICO INVESTIMENTOS,Investimento,$investimento
MODALMAIS,Investimento,$investimento
INTER INVEST,Investimento,$investimento
BANCO INTER,Investimento,$investimento
ITAU CORRETORA,Investimento,$investimento
BRADESCO CORRETORA,Investimento,$investimento
SANTANDER CORRETORA,Investimento,$investimento
NEOINVEST,Investimento,$investimento
CM CAPITAL,Investimento,$investimento
GENIAL INVESTIMENTOS,Investimento,$investimento
EASYNVEST BY NUBANK,Investimento,$investimento
ÓRAMA INVESTIMENTOS,Investimento,$investimento
TERRA INVESTIMENTOS,Investimento,$investimento
XP PRIVATE,Investimento,$investimento
ATIVA INVESTIMENTOS,Investimento,$investimento
GUIDE INVESTIMENTOS,Investimento,$investimento
NOVO FUTURO,Investimento,$investimento
PLANNER CORRETORA,Investimento,$investimento
SOCOPA INVEST,Investimento,$investimento
MIRAE ASSET,Investimento,$investimento
TORO INVESTIMENTOS,Investimento,$investimento
EQI INVESTIMENTOS,Investimento,$investimento
BGC LIQUIDEZ,Investimento,$investimento
BRAINVEST,Investimento,$investimento
LECCA,Investimento,$investimento
BR PARTNERS,Investimento,$investimento
NETFLIX,Serviços,$serviços/streaming
DISNEY PLUS,Serviços,$serviços/streaming
HBO MAX,Serviços,$serviços/streaming
PRIME VIDEO,Serviços,$serviços/streaming
SPOTIFY,Serviços,$serviços/streaming
APPLE MUSIC,Serviços,$serviços/streaming
DEEZER,Serviços,$serviços/streaming
PARAMOUNT,Serviços,$serviços/streaming
